요양기관명,시도코드명,시군구코드명,주소,전화번호,개설일자,좌표(x),좌표(y)
대원약국,경기,안양동안구,"경기도 안양시 동안구 귀인로 253, 137-1호 (평촌동, 초원아파트대원상가)",031-385-0078,20030526,126.9666118,37.3876853
옵티마하남약국,경기,하남시,"경기도 하남시 신장로 156, 107,108호 (덕풍동, 하남프라자)",031-791-2389,20070906,127.2019465,37.5399292
오대문약국,경기,부천시,"경기도 부천시 소사로 706, (원종동)",032-674-8873,20050701,126.8051323,37.5187784
우성약국,인천,인천미추홀구,"인천광역시 미추홀구 석정로 389-5, (주안동)",032-862-8676,20010109,126.6788063,37.4671846
소망약국,경기,광명시,"경기도 광명시 오리로 647, (하안동, 창원빌딩 101호)",02-897-7470,20010105,126.8772102,37.4589429
코끼리약국,경기,용인처인구,"경기도 용인시 처인구 모현면 외대로 6, (모현면)",031-333-5060,20080227,127.2501392,37.3371633
사슴약국,경기,구리시,"경기도 구리시 검배로 60, (수택동)",031-563-7604,20050103,127.1452543,37.5965276
소명온누리약국,경기,수원장안구,"경기도 수원시 장안구 조원로 76, (조원동)",031-253-9682,20060601,127.0169671,37.3001859
가좌마트약국,인천,인천서구,"인천광역시 서구 가정로151번길 11, 2층 (가좌동)",571-6555,20041112,126.6707496,37.4976706
신국경약국,서울,양천구,"서울특별시 양천구 목동중앙본로 113, 2동 104호 (목동)",02-2646-3839,20120705,126.8708505,37.5456838
방초한약국,서울,성동구,"서울특별시 성동구 난계로 114-31, 2층 (하왕십리동, 금호베스트빌 상가)",02-2295-5529,20141008,127.0259974,37.5615851
태영약국,서울,구로구,"서울특별시 구로구 새말로 89, 108,109호 (구로동)",858-5597,20190830,126.8898406,37.5056084
해동약국,대전,대전서구,"대전광역시 서구 도산로 412, (용문동)",042-535-1515,19930513,127.3955355,36.3397998
열매약국,대전,대전유성구,"대전광역시 유성구 노은로 178, (지족동)",042-477-7272,20040204,127.3185157,36.3756014
지매약국,경기,부천시,"경기도 부천시 심곡로27번길 50, (심곡본동)",032-665-7221,20000630,126.7790496,37.4809761
성약국,광주,광주광산구,"광주광역시 광산구 사암로 271, (월곡동, 일신아파트)",062-953-3936,19940502,126.8079816,35.1682503
하상메디칼약국,경기,시흥시,"경기도 시흥시 연성로 83, 104호 (하상동, 현대프라자)",031-317-0650,19991019,126.8128041,37.391018
신화성약국,경기,화성시,"경기도 화성시 경기대로 1042-1, (진안동)",031-223-4383,20011005,127.0348697,37.2086023
누리약국,서울,송파구,"서울특별시 송파구 오금로 551, 208동 1층 111-1호 (거여동, e편한세상 송파 파크센트럴)",02-406-8583,20211014,127.1503266,37.4931672
메디칼2층약국,서울,도봉구,"서울특별시 도봉구 도봉로 484, 2층 (창동, 청우빌딩)",02-992-2313,20101001,127.0350858,37.6486177
리센츠약국,서울,송파구,"서울특별시 송파구 올림픽로 145, 리센츠 3층 3A36호 (잠실동)",02-421-3610,20180501,127.0870103,37.5119636
튼튼온누리약국,경남,창원마산회원구,"경상남도 창원시 마산회원구 내서읍 삼계로 10, ()",231-3457,20150202,128.5037183,35.2322341
인정약국,경기,고양일산동구,"경기도 고양시 일산동구 정발산로196번길 7-25, (마두동)",031-905-9050,19951127,126.7885444,37.6635986
온누리열린약국,경기,고양일산서구,"경기도 고양시 일산서구 산현로 7, 102,103호 (탄현동, 풍성프라자)",031-921-8141,19951205,126.7625131,37.6894476
희망약국,경기,남양주시,"경기도 남양주시 진접읍 광릉내로 17-1, (진접읍)",070-7680-9327,20110330,127.1983553,37.7424279
한약국,인천,인천남동구,"인천광역시 남동구 문화서로 26, (구월동)",032-427-1102,19950921,126.6962543,37.4474677
참사랑약국,경기,연천군,"경기도 연천군 연천읍 연천로 264-1, ()",031-834-7082,20180903,127.0750279,38.1004754
터미날약국,경기,파주시,"경기도 파주시 아동로 9-1, (금촌동)",031-941-2193,20090801,126.775754,37.7643268
보리수약국,경기,고양일산동구,"경기도 고양시 일산동구 동국로 30, (식사동, 1층)",031-965-2126,20090224,126.8076917,37.6767765
하나로약국,경기,파주시,"경기도 파주시 후곡로 1, (금촌동, 경기빌딩)",031-949-7053,19990823,126.7739538,37.7573964
마더스약국,전북,익산시,"전라북도 익산시 무왕로 1053, (영등동)",063-832-1649,20090102,126.9742263,35.9591111
스마일약국,대구,대구달성군,"대구광역시 달성군 논공읍 논공로24길 6, ()",053-611-4545,20170403,128.4466569,35.7290306
애플약국,서울,은평구,"서울특별시 은평구 진관2로 57-7, B106호 (진관동, 상가)",02-356-1218,20100416,126.924494,37.6354766
사거리 열린약국,충남,홍성군,"충청남도 홍성군 홍성읍 홍장북로 417, 1층",041-977-3434,20201112,126.6688937,36.5918635
이화힐약국,서울,송파구,"서울특별시 송파구 오금로 543, 1층 (거여동)",070-8806-2998,20220627,127.1490407,37.4930449
엄마약국,경기,성남분당구,"경기도 성남시 분당구 불정로 379, 1층 103-2호 (서현동, 분당서현프라자)",031-707-5440,20010212,127.1364236,37.3743689
강남플러스약국,경기,용인기흥구,"경기도 용인시 기흥구 신구로12번길 12-1, (신갈동)",031-281-7700,20100901,127.1109574,37.2735157
진천종로약국,충북,진천군,"충청북도 진천군 진천읍 중앙동로 82, ()",043-533-8222,20050404,127.4450576,36.8571786
하나약국,충북,진천군,"충청북도 진천군 진천읍 중앙동로 87, 하나빌딩 1층 104호",043-533-3798,20200327,127.4446242,36.8575956
시민약국,경기,군포시,"경기도 군포시 고산로 571, 상가동 지하층 42,43호 (산본동, 백두한양아파트)",031-396-8933,20010611,126.9255017,37.3639897
세븐웰약국,경기,부천시,"경기도 부천시 길주로 118, 3층 (상동, 홈플러스부천상동점)",328-8703,20090102,126.7550758,37.5043305
자연약국,전남,여수시,"전라남도 여수시 시청로 48, (학동)",061-683-1555,20160722,127.6631212,34.7658744
솔약국,전남,장흥군,"전라남도 장흥군 장흥읍 동교2길 13-21, ()",061-864-8878,20160802,126.9064651,34.6788081
백세365약국,서울,강서구,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 107호 (마곡동)",070-8829-0077,20210106,126.8262615,37.5586164
내외약국,서울,양천구,"서울특별시 양천구 신월로 165, 1층 (신월동)",02-2697-5065,20210104,126.841787,37.5183006
웰빙프라자약국,경기,안양동안구,"경기도 안양시 동안구 평촌대로 131, 101호 (호계동, 아카데미센터)",031-381-8284,20040924,126.9592836,37.3837108
동아온누리약국,경기,안산상록구,"경기도 안산시 상록구 상록수로 54, 113호,114호 (본오동, 대동빌딩)",031-417-3134,20010302,126.8659185,37.3022041
중앙약국,충북,진천군,"충청북도 진천군 진천읍 중앙동로 61, 1층",043-532-2659,20190925,127.4446607,36.8554043
해빛온누리약국,서울,영등포구,"서울특별시 영등포구 영신로34길 10, 1층 108호 (영등포동4가, 영남빌딩)",02-2069-3828,20170530,126.9019704,37.5197849
산들약국,서울,영등포구,"서울특별시 영등포구 영신로34길 10, 1층 101호 (영등포동4가, 영남빌딩)",02-2068-5551,20000626,126.9019704,37.5197849
이화약국,인천,인천부평구,"인천광역시 부평구 마장로 435, (청천동)",032-506-0640,20020422,126.7039837,37.5169958
다은약국,서울,동작구,"서울특별시 동작구 장승배기로20길 2, (노량진동)",02-815-0506,20160204,126.9404402,37.5082001
우리약국,서울,송파구,"서울특별시 송파구 오금로 404, 원일빌딩 1층 105호 (가락동)",02-431-1221,20220816,127.135139,37.497597
동방약국,전남,순천시,"전라남도 순천시 중앙로 152, (매곡동)",061-752-3263,19861230,127.484563,34.9591371
동아약국,전남,순천시,"전라남도 순천시 팔마로 15-4, 동아약국 (장천동)",061-744-2230,20011121,127.4902347,34.9468315
종로약국,세종시,세종시,"세종특별자치시 조치원읍 조치원로 3, (조치원읍)",044-866-3800,20160315,127.2972014,36.6013446
상록수약국,서울,강동구,"서울특별시 강동구 고덕로10길 53, (암사동)",02-429-7977,20140901,127.1296444,37.5523109
진약국,전북,익산시,"전라북도 익산시 고봉로30길 66, (영등동)",063-833-2443,20090811,126.9774162,35.9552657
삼성약국,전북,군산시,"전라북도 군산시 공단대로 394, (나운동)",063-466-1201,20090924,126.6985374,35.9625586
미안약국,전남,여수시,"전라남도 여수시 선소로 72-13, (신기동)",061-684-1513,19850530,127.6683493,34.7575584
여수백제약국,전남,여수시,"전라남도 여수시 중앙로 17, (충무동)",061-662-5001,20030929,127.7294738,34.7405839
제일약국,전남,구례군,"전라남도 구례군 구례읍 구례1길 40, 40",061-782-2219,19720603,127.466164,35.2088774
경산중앙약국,경북,경산시,"경상북도 경산시 중앙로 81, (중방동)",053-813-6665,20131107,128.7358187,35.8236043
온누리참약국,광주,광주서구,"광주광역시 서구 치평로 60, 2층 203호 (치평동)",062-376-4221,20031201,126.8477068,35.1526169
중앙승주약국,전남,순천시,"전라남도 순천시 장명로 7, 1층 (장천동)",061-745-1022,20180221,127.4847004,34.9512314
빅약국,전북,전주덕진구,"전라북도 전주시 덕진구 송천중앙로 82, 롯데마트맥스 송천점 2층 일부호 (송천동1가)",,20220126,127.1204594,35.8545505
희경약국,서울,동작구,"서울특별시 동작구 상도로 99, 1층 (상도동)",02-813-0716,20180716,126.9314081,37.5003757
소망약국,서울,서초구,"서울특별시 서초구 서초중앙로 26, 2층 221호 (서초동, 래미안 서초유니빌)",02-598-6335,20220203,127.0170065,37.4846962
북가좌수약국,서울,서대문구,"서울특별시 서대문구 응암로 60, 경원빌딩 1층 (북가좌동)",070-8243-0365,20180806,126.9105432,37.5784681
드림약국,부산,부산진구,"부산광역시 부산진구 서면로 68, 부전동근린생활시설 1층 (부전동)",051-807-0020,20201228,129.0579669,35.1569182
서초미소약국,서울,서초구,"서울특별시 서초구 서초중앙로 230, 408호 (반포동)",6250-3009,20091117,127.0120781,37.5021689
8층약국,서울,서초구,"서울특별시 서초구 서초중앙로 125, 로이어즈타워 8층 803호 (서초동)",02-582-8885,20200116,127.0134514,37.4929935
제이팜약국,서울,서초구,"서울특별시 서초구 서초중앙로 130, 1층 (서초동)",02-6398-3334,20210506,127.0140553,37.4933081
메디팜태평양약국,전남,목포시,"전라남도 목포시 영산로 320, (용당동)",061-272-3850,20000906,126.4004855,34.8054087
고인돌약국,경북,경산시,"경상북도 경산시 하양읍 대학로 1524-1, 1층",053-851-7272,20151103,128.820893,35.9140439
유한약국,전북,전주완산구,"전라북도 전주시 완산구 장승배기로 266, (평화동1가)",063-287-6770,20170405,127.1412946,35.7983733
건강약국,전북,전주완산구,"전라북도 전주시 완산구 장승배기로 262, 주공A 상가동 105호 (평화동1가, 김혜영소아과)",063-286-6220,20150901,127.1408995,35.7981334
메디웰 자연 약국,광주,광주남구,"광주광역시 남구 제석로 104, 202동 상가 지하 1층 (봉선동)",062-674-8583,20171214,126.9074211,35.1237129
봉산약국,대구,대구서구,"대구광역시 서구 북비산로74길 8-1, (비산동)",053-554-6598,19700128,128.5740412,35.8785379
푸른약국,경기,구리시,"경기도 구리시 건원대로34번길 73, (인창동, 인창주공6단지아파트상가)",031-557-7267,19970814,127.1442666,37.6051625
태양약국,경기,포천시,"경기도 포천시 가산면 가산로 372, 372",031-541-2999,19951021,127.1903468,37.8475007
종로약국,경기,용인기흥구,"경기도 용인시 기흥구 흥덕2로117번길 23, 104,105호 (영덕동, 하워드힐하우스)",031-212-0396,20091014,127.0714731,37.2778436
365종로약국,경기,고양일산서구,"경기도 고양시 일산서구 일산로 530, 1층 모아프라자 (일산동)",031-921-5232,20100727,126.7691091,37.6775177
덕천약국,경기,부천시,"경기도 부천시 원미로 126, (원미동)",032-655-2316,20121119,126.7914466,37.493846
대한약국,광주,광주서구,"광주광역시 서구 죽봉대로 80, 108호 (농성동, 무등타워)",062-366-8275,20120430,126.8838889,35.1604542
차승은약국,인천,인천부평구,"인천광역시 부평구 굴포로 42, (갈산동)",032-519-2393,19951031,126.7257503,37.5115888
성신약국,부산,부산금정구,"부산광역시 금정구 오시게로 22, 1층 (부곡동)",051-802-9449,20190107,129.0865079,35.219444
태평양약국,강원,양양군,"강원특별자치도 양양군 강현면 동해대로 3551, (강현면)",033-671-7797,20111012,128.6072307,38.1537934
튼튼약국,강원,춘천시,"강원특별자치도 춘천시 후석로 352, (후평동)",033-256-9631,20160509,127.7486855,37.8820972
영신약국,부산,부산영도구,"부산광역시 영도구 태종로 129, (영선동1가)",051-418-0347,20000901,129.0437956,35.0915719
대성약국,부산,부산사하구,"부산광역시 사하구 장평로 298, (신평동)",051-291-1324,19940203,128.9734434,35.0927409
우리약국,부산,부산수영구,"부산광역시 수영구 구락로 69, (망미동)",051-756-0265,19870421,129.1168484,35.1733798
구로약국,서울,구로구,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 1층 (구로동)",02-865-1122,20180212,126.8834154,37.491706
한중약국,서울,구로구,"서울특별시 구로구 구로동로 8, (가리봉동)",02-863-8575,20180319,126.8873316,37.4824419
비타민약국,서울,구로구,"서울특별시 구로구 구로동로 115, 청보빌딩 지하1층 (구로동)",02-864-7508,20220203,126.8842671,37.4887723
정다운온누리약국,충남,천안동남구,"충청남도 천안시 동남구 서부대로 285, 104호 (신방동)",574-5582,20100427,127.1281705,36.7933555
으뜸길약국,강원,동해시,"강원특별자치도 동해시 효자로 690, (효가동, 으뜸약국)",033-522-3868,20190930,129.1097409,37.4922586
한마음약국,강원,철원군,"강원특별자치도 철원군 갈말읍 두루미로 97, 한마음약국",033-452-5271,20060210,127.3204867,38.1848922
